1850.042,-0.029955471,-0.427838235
1850.125,-0.029833948,0.064161765
1850.209,-0.029714771,-0.273838235
1850.292,-0.029597894,-0.212838235
1850.375,-0.029483267,-0.094838235
1850.459,-0.029370845,0.058161765
1850.542,-0.029260582,0.235161765
1850.625,-0.029152434,0.194161765
1850.709,-0.029046357,-0.029838235
1850.792,-0.028942309,-0.215838235
1850.875,-0.028840248,0.016161765
1850.959,-0.028740133,-0.008838235
1851.042,-0.028641924,0.121161765
1851.125,-0.028545581,-0.058838235
1851.209,-0.028451067,-0.264838235
1851.292,-0.028358344,-0.251838235
1851.375,-0.028267374,0.074161765
1851.459,-0.028175341,0.174161765
1851.542,-0.02807869,0.179161765
1851.625,-0.027977117,0.203161765
1851.709,-0.027871118,0.241161765
1851.792,-0.027760386,0.257161765
1851.875,-0.027645015,0.255161765
1851.959,-0.027525497,0.278161765
1852.042,-0.027401915,-0.069838235
1852.125,-0.027273954,-0.148838235
1852.209,-0.027141701,-0.254838235
1852.292,-0.02700564,-0.315838235
1852.375,-0.026865451,0.165161765
1852.459,-0.026723996,0.292161765
1852.542,-0.026584878,0.366161765
1852.625,-0.026448444,0.123161765
1852.709,-0.02631464,0.226161765
1852.792,-0.026183411,0.142161765
1852.875,-0.026054705,0.030161765
1852.959,-0.025928469,0.455161765
1853.042,-0.025804652,0.122161765
1853.125,-0.025683206,-0.024838235
1853.209,-0.02556408,0.004161765
1853.292,-0.025447228,-0.077838235
1853.375,-0.025332602,0.079161765
1853.459,-0.025222938,0.158161765
1853.542,-0.025121312,0.337161765
1853.625,-0.025027959,0.244161765
1853.709,-0.024943106,-0.031838235
1853.792,-0.024866583,-0.080838235
1853.875,-0.02479782,-0.102838235
1853.959,-0.024737059,-0.121838235
1854.042,-0.024684137,-0.097838235
1854.125,-0.024638496,-0.027838235
1854.209,-0.024599989,0.080161765
1854.292,-0.024568868,-0.048838235
1854.375,-0.024544984,0.019161765
1854.459,-0.024525408,0.026161765
1854.542,-0.024506874,0.131161765
1854.625,-0.024488568,0.223161765
1854.709,-0.024470484,0.240161765
1854.792,-0.024452617,0.255161765
1854.875,-0.024434964,-0.019838235
1854.959,-0.02441752,0.009161765
1855.042,-0.02440028,0.178161765
1855.125,-0.024383241,-0.081838235
1855.209,-0.024366398,-0.017838235
1855.292,-0.024349748,0.157161765
1855.375,-0.024333286,0.032161765
1855.459,-0.02431701,0.110161765
1855.542,-0.024300914,0.063161765
1855.625,-0.024284995,0.175161765
1855.709,-0.024269251,-0.020838235
1855.792,-0.024253676,0.113161765
1855.875,-0.024238268,0.001161765
1855.959,-0.024223024,-0.183838235
1856.042,-0.02420794,0.219161765
1856.125,-0.024193012,-0.097838235
1856.209,-0.024178238,-0.170838235
1856.292,-0.024163615,-0.103838235
1856.375,-0.024149139,0.088161765
1856.459,-0.024134808,0.124161765
1856.542,-0.024120619,0.013161765
1856.625,-0.024106568,0.041161765
1856.709,-0.024092653,-0.156838235
1856.792,-0.024078872,-0.140838235
1856.875,-0.02406522,-0.279838235
1856.959,-0.024051697,-0.149838235
1857.042,-0.024038299,-0.274838235
1857.125,-0.024025024,-0.078838235
1857.209,-0.02401187,-0.237838235
1857.292,-0.023998833,-0.384838235
1857.375,-0.023985912,-0.294838235
1857.459,-0.02397072,0.025161765
1857.542,-0.023949728,-0.157838235
1857.625,-0.023921862,0.055161765
1857.709,-0.023886864,-0.068838235
1857.792,-0.023844878,-0.161838235
1857.875,-0.023796443,-0.302838235
1857.959,-0.02374169,0.038161765
1858.042,-0.023680747,-0.094838235
1858.125,-0.023613342,-0.291838235
1858.209,-0.023539605,-0.222838235
1858.292,-0.023460063,-0.104838235
1858.375,-0.023374832,-0.257838235
1858.459,-0.023288,-0.129838235
1858.542,-0.023206354,0.038161765
1858.625,-0.023132965,0.056161765
1858.709,-0.023067667,-0.030838235
1858.792,-0.023009897,0.090161765
1858.875,-0.0229599,-0.194838235
1858.959,-0.022917517,-0.079838235
1859.042,-0.022882198,-0.037838235
1859.125,-0.022853797,0.039161765
1859.209,-0.022832573,-0.030838235
1859.292,-0.022818378,0.164161765
1859.375,-0.022810675,0.110161765
1859.459,-0.022809728,0.128161765
1859.542,-0.0228154,0.024161765
1859.625,-0.022827159,0.171161765
1859.709,-0.022845281,-0.191838235
1859.792,-0.022869635,0.063161765
1859.875,-0.022899699,0.049161765
1859.959,-0.022935357,0.005161765
1860.042,-0.022976892,0.034161765
1860.125,-0.023024187,-0.158838235
1860.209,-0.023076727,-0.431838235
1860.292,-0.023134804,-0.018838235
1860.375,-0.023198306,0.013161765
1860.459,-0.023265137,0.049161765
1860.542,-0.023332051,0.125161765
1860.625,-0.023397458,0.148161765
1860.709,-0.02346139,0.167161765
1860.792,-0.023523876,0.029161765
1860.875,-0.023584948,-0.252838235
1860.959,-0.023644633,-0.505838235
1861.042,-0.02370296,-0.648838235
1861.125,-0.023759958,-0.252838235
1861.209,-0.023815655,-0.130838235
1861.292,-0.023870076,-0.029838235
1861.375,-0.023923248,-0.349838235
1861.459,-0.023975197,0.114161765
1861.542,-0.024025949,0.029161765
1861.625,-0.024075528,0.211161765
1861.709,-0.024123958,0.027161765
1861.792,-0.024171263,-0.064838235
1861.875,-0.024217466,-0.093838235
1861.959,-0.02426259,0.010161765
1862.042,-0.024306658,-0.502838235
1862.125,-0.024349691,-0.474838235
1862.209,-0.02439171,-0.194838235
1862.292,-0.024432737,-0.093838235
1862.375,-0.024472792,0.018161765
1862.459,-0.024511895,0.014161765
1862.542,-0.024550066,0.004161765
1862.625,-0.024587323,-0.268838235
1862.709,-0.024623687,-0.095838235
1862.792,-0.024659175,-0.096838235
1862.875,-0.024693806,-0.333838235
1862.959,-0.024727597,-0.597838235
1863.042,-0.024760565,0.256161765
1863.125,-0.024792729,0.159161765
1863.209,-0.024824103,-0.048838235
1863.292,-0.024854705,0.013161765
1863.375,-0.02488455,-0.046838235
1863.459,-0.024912463,-0.087838235
1863.542,-0.024934907,-0.012838235
1863.625,-0.024950007,0.028161765
1863.709,-0.024958309,0.032161765
1863.792,-0.024959555,-0.071838235
1863.875,-0.024953887,-0.082838235
1863.959,-0.024941843,-0.047838235
1864.042,-0.024923553,-0.563838235
1864.125,-0.024898746,-0.292838235
1864.209,-0.024867553,-0.179838235
1864.292,-0.024830503,-0.231838235
1864.375,-0.024787316,-0.032838235
1864.459,-0.024739308,0.173161765
1864.542,-0.024690153,0.146161765
1864.625,-0.02464186,0.018161765
1864.709,-0.024594412,-0.147838235
1864.792,-0.024547791,-0.339838235
1864.875,-0.02450198,-0.086838235
1864.959,-0.024456963,-0.294838235
1865.042,-0.024412723,0.207161765
1865.125,-0.024369244,-0.220838235
1865.209,-0.024326511,-0.277838235
1865.292,-0.024284508,-0.005838235
1865.375,-0.024243221,0.017161765
1865.459,-0.024202634,0.087161765
1865.542,-0.024162336,0.145161765
1865.625,-0.024121924,0.096161765
1865.709,-0.024081399,0.216161765
1865.792,-0.024040765,0.053161765
1865.875,-0.024000022,0.022161765
1865.959,-0.023959173,-0.056838235
1866.042,-0.02391822,0.245161765
1866.125,-0.023877166,0.059161765
1866.209,-0.02383601,-0.250838235
1866.292,-0.023795154,-0.085838235
1866.375,-0.023754591,-0.217838235
1866.459,-0.023713122,0.346161765
1866.542,-0.023667588,0.316161765
1866.625,-0.023616085,0.061161765
1866.709,-0.02355913,0.023161765
1866.792,-0.023496833,-0.048838235
1866.875,-0.023428907,0.097161765
1866.959,-0.023355464,0.105161765
1867.042,-0.023277013,-0.013838235
1867.125,-0.023193259,0.144161765
1867.209,-0.023104308,-0.330838235
1867.292,-0.023010663,0.010161765
1867.375,-0.022912021,-0.226838235
1867.459,-0.022809278,0.013161765
1867.542,-0.022706091,0.056161765
1867.625,-0.022604854,0.005161765
1867.709,-0.022505525,0.206161765
1867.792,-0.022408066,0.175161765
1867.875,-0.022312438,0.095161765
1867.959,-0.022218604,-0.168838235
1868.042,-0.022126526,-0.359838235
1868.125,-0.022036169,-0.246838235
1868.209,-0.021947497,0.090161765
1868.292,-0.021860475,0.037161765
1868.375,-0.021775069,0.177161765
1868.459,-0.021690452,0.139161765
1868.542,-0.021603429,0.408161765
1868.625,-0.021511664,0.259161765
1868.709,-0.021414856,0.095161765
1868.792,-0.021313106,0.118161765
1868.875,-0.021206912,-0.079838235
1868.959,-0.021096363,0.195161765
1869.042,-0.02098115,0.022161765
1869.125,-0.020861366,0.462161765
1869.209,-0.020737501,-0.296838235
1869.292,-0.02060924,0.046161765
1869.375,-0.020476671,0.022161765
1869.459,-0.020340278,-0.031838235
1869.542,-0.020199741,-0.003838235
1869.625,-0.020055143,0.242161765
1869.709,-0.019906962,0.117161765
1869.792,-0.019755271,-0.034838235
1869.875,-0.019599742,0.029161765
1869.959,-0.019440453,-0.119838235
1870.042,-0.019277877,0.144161765
1870.125,-0.019111681,-0.157838235
1870.209,-0.018941938,-0.104838235
1870.292,-0.018769116,0.076161765
1870.375,-0.01859288,0.091161765
1870.459,-0.018413695,0.120161765
1870.542,-0.018235195,0.308161765
1870.625,-0.018060147,0.043161765
1870.709,-0.01788848,0.082161765
1870.792,-0.017720123,-0.045838235
1870.875,-0.017555009,0.079161765
1870.959,-0.017393071,-0.367838235
1871.042,-0.017234243,-0.226838235
1871.125,-0.017078462,-0.274838235
1871.209,-0.016925665,0.198161765
1871.292,-0.01677579,0.143161765
1871.375,-0.016628777,-0.023838235
1871.459,-0.016484567,0.083161765
1871.542,-0.016343104,0.286161765
1871.625,-0.016204329,0.101161765
1871.709,-0.016068187,-0.088838235
1871.792,-0.015934626,-0.105838235
1871.875,-0.01580359,-0.212838235
1871.959,-0.015675029,-0.201838235
1872.042,-0.015548892,-0.109838235
1872.125,-0.015425128,-0.145838235
1872.209,-0.015303688,-0.160838235
1872.292,-0.015184526,0.024161765
1872.375,-0.015067594,0.237161765
1872.459,-0.014952448,0.058161765
1872.542,-0.014832299,0.207161765
1872.625,-0.014700492,0.298161765
1872.709,-0.014557264,0.184161765
1872.792,-0.014402846,0.101161765
1872.875,-0.014237463,0.042161765
1872.959,-0.014061338,-0.175838235
1873.042,-0.013874687,0.182161765
1873.125,-0.013677722,-0.006838235
